"","id","famrel_1997","sex","bmonth","byear","praised","prelpref","psraised","psrelpref","agemon_1997","ageyear_1997","samplesype","race","famrel_1998","agemon_1998","ageyear_1998","famrel_1999","agemon_1999","ageyear_1999","famrel_2000","attend_2000","agemon_2000","ageyear_2000","attend_2001","agemon_2001","ageyear_2001","attend_2002","values_2002","obey_2002","decide_2002","todo_2002","pray_2002","agemon_2002","ageyear_2002","agemon_2003","ageyear_2003","attend_2003","agemon_2004","ageyear_2004","attend_2004","agemon_2005","ageyear_2005","relpref_2005","attend_2005","values_2005","obey_2005","decide_2005","todo_2005","pray_2005","agemon_2006","ageyear_2006","attend_2006","agemon_2007","ageyear_2007","attend_2007","agemon_2008","ageyear_2008","relpref_2008","attend_2008","values_2008","obey_2008","decide_2008","todo_2008","pray_2008","agemon_2009","ageyear_2009","attend_2009","agemon_2010","ageyear_2010","attend_2010","attcat_2000","attcat_2001","attcat_2002","attcat_2003","attcat_2004","attcat_2005","attcat_2006","attcat_2007","attcat_2008","attcat_2009","attcat_2010","transcat_2001","transcat_2002","transcat_2003","transcat_2004","transcat_2005","transcat_2006","transcat_2007","transcat_2008","transcat_2009","transcat_2010"
"4093",4103,-4,2,6,1981,7,7,7,7,191,15,1,2,-4,210,17,-4,224,18,-4,6,235,19,6,247,20,5,1,1,1,1,0,258,21,270,22,5,283,23,4,294,24,2,2,1,0,1,1,1,305,25,1,316,26,1,328,27,8,1,1,1,1,1,0,340,28,4,354,29,1,"3","3","2","2","2","1","1","1","1","2","1","33","32","22","22","21","11","11","11","12","21"
"4094",4104,2,2,2,1983,7,7,7,7,171,14,1,4,4,190,15,1,205,17,1,3,215,17,5,227,18,4,1,1,1,1,1,238,19,250,20,4,263,21,4,274,22,2,3,1,NA,1,NA,1,285,23,1,300,24,6,308,25,12,5,1,0,1,1,0,320,26,3,333,27,1,"2","2","2","2","2","2","1","3","2","2","1","22","22","22","22","22","21","13","32","22","21"
"4095",4105,-4,2,5,1981,1,1,-4,-4,190,15,1,4,-4,210,17,-4,221,18,-4,6,234,19,6,250,20,2,1,0,1,1,0,258,21,271,22,4,282,23,3,294,24,1,5,1,1,1,1,0,306,25,4,317,26,4,329,27,1,6,1,1,1,1,0,342,28,2,353,29,4,"3","3","1","2","2","2","2","2","3","1","2","33","31","12","22","22","22","22","23","31","12"
"4100",4110,-4,1,11,1980,3,3,7,27,198,16,1,4,-4,216,18,-4,228,18,-4,1,240,20,1,255,21,2,0,0,0,0,0,264,22,278,23,1,288,24,1,301,25,27,1,0,0,0,0,0,312,26,1,323,26,1,335,27,25,1,0,0,0,0,0,349,29,1,359,29,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"4101",4111,2,2,6,1982,3,3,7,27,179,14,1,4,0,197,16,0,209,17,-4,1,221,18,1,236,19,1,0,0,0,1,0,245,20,259,21,1,270,22,1,283,23,3,1,1,0,1,1,0,292,24,1,305,25,1,317,26,3,1,0,0,0,1,0,328,27,1,341,28,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"4105",4115,-4,2,8,1980,5,13,-4,-4,200,16,1,2,-4,219,18,-4,233,19,-4,3,243,20,4,257,21,3,1,1,1,0,1,268,22,279,23,6,291,24,4,303,25,32,3,1,1,1,1,1,315,26,4,326,27,6,339,28,32,6,1,1,1,1,0,351,29,4,364,30,4,"2","2","2","3","2","2","2","3","3","2","2","22","22","23","32","22","22","23","33","32","22"
"4106",4116,2,2,4,1982,11,11,-2,25,184,15,1,4,0,199,16,2,212,17,2,6,224,18,4,237,19,5,0,0,1,1,1,252,21,261,21,5,276,23,4,286,23,2,2,0,1,1,1,1,297,24,4,308,25,1,325,27,2,1,1,0,1,1,1,332,27,1,344,28,3,"3","2","2","2","2","1","2","1","1","1","2","32","22","22","22","21","12","21","11","11","12"
"4108",4118,-4,2,5,1980,2,2,1,2,206,17,1,4,-4,223,18,-4,236,19,-4,2,249,20,3,260,21,2,0,0,1,1,0,272,22,285,23,4,299,24,3,308,25,3,3,1,1,1,1,1,320,26,3,330,27,3,341,28,3,6,1,0,1,1,1,353,29,6,367,30,6,"1","2","1","2","2","2","2","2","3","3","3","12","21","12","22","22","22","22","23","33","33"
"4110",4120,-4,1,9,1980,11,2,27,27,199,16,1,4,-4,220,18,-4,233,19,-4,3,244,20,1,254,21,1,1,0,0,1,0,266,22,278,23,1,294,24,1,302,25,2,1,1,0,0,1,0,314,26,1,326,27,1,339,28,2,1,0,0,1,1,0,350,29,1,363,30,1,"2","1","1","1","1","1","1","1","1","1","1","21","11","11","11","11","11","11","11","11","11"
"4113",4123,-4,1,6,1980,3,3,-4,-4,200,16,1,2,-4,222,18,-4,233,19,-4,1,245,20,1,257,21,1,0,1,0,1,0,269,22,280,23,3,293,24,1,305,25,3,1,1,1,0,0,0,317,26,2,329,27,2,340,28,6,5,0,1,1,1,0,351,29,2,365,30,6,"1","1","1","2","1","1","1","1","2","1","3","11","11","12","21","11","11","11","12","21","13"
"4114",4124,0,2,4,1982,3,3,-4,-4,178,14,1,2,0,200,16,0,213,17,0,4,226,18,4,235,19,5,1,1,1,0,0,248,20,259,21,5,272,22,3,283,23,2,2,1,1,1,1,0,296,24,3,307,25,6,318,26,31,6,1,1,1,1,0,329,27,7,344,28,7,"2","2","2","2","2","1","2","3","3","3","3","22","22","22","22","21","12","23","33","33","33"
"4118",4128,2,1,7,1984,1,12,12,12,151,12,1,4,1,173,14,-4,187,15,2,6,197,16,5,213,17,4,1,0,1,1,0,223,18,232,19,4,245,20,4,256,21,2,4,1,1,1,1,1,268,22,3,285,23,2,293,24,2,2,1,0,1,1,0,304,25,2,316,26,2,"3","2","2","2","2","2","2","1","1","1","1","32","22","22","22","22","22","21","11","11","11"
"4119",4129,0,1,1,1983,7,7,-4,-4,169,14,1,4,0,191,15,0,204,16,0,1,218,18,1,227,18,1,0,0,0,0,0,238,19,250,20,1,262,21,1,274,22,27,1,0,0,0,0,0,286,23,1,298,24,1,311,25,26,1,0,NA,0,0,0,322,26,1,334,27,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"4121",4131,-4,1,6,1980,2,2,12,2,201,16,1,4,-4,225,18,-4,235,19,-4,2,248,20,2,262,21,1,0,0,1,1,0,272,22,281,23,2,295,24,2,306,25,2,1,0,0,0,NA,0,318,26,1,329,27,2,340,28,2,2,0,0,0,1,0,351,29,3,368,30,3,"1","1","1","1","1","1","1","1","1","2","2","11","11","11","11","11","11","11","11","12","22"
"4123",4133,0,1,5,1983,2,2,12,2,166,13,1,4,0,187,15,1,199,16,0,3,213,17,1,226,18,2,0,0,0,0,0,235,19,246,20,1,261,21,1,271,22,25,1,0,0,0,NA,0,283,23,1,295,24,1,306,25,12,1,0,0,0,NA,0,316,26,1,329,27,1,"2","1","1","1","1","1","1","1","1","1","1","21","11","11","11","11","11","11","11","11","11"
"4126",4136,-4,2,6,1981,2,2,11,2,190,15,1,4,-4,210,17,-4,223,18,-4,5,233,19,2,247,20,3,0,0,0,1,0,257,21,271,22,1,284,23,2,294,24,2,1,0,0,0,NA,0,307,25,1,317,26,1,329,27,27,1,0,0,0,NA,0,340,28,1,352,29,1,"2","1","2","1","1","1","1","1","1","1","1","21","12","21","11","11","11","11","11","11","11"
"4127",4137,1,2,6,1983,2,2,11,2,166,13,1,4,1,186,15,1,198,16,0,3,209,17,1,223,18,2,0,0,1,1,0,236,19,247,20,1,260,21,1,269,22,2,1,0,0,1,1,0,281,23,1,292,24,1,305,25,25,1,0,0,1,NA,0,317,26,1,331,27,1,"2","1","1","1","1","1","1","1","1","1","1","21","11","11","11","11","11","11","11","11","11"
"4128",4138,-4,2,10,1981,2,2,2,2,184,15,1,4,-4,205,17,-4,217,18,-4,7,230,19,7,244,20,7,0,0,1,1,1,254,21,266,22,6,279,23,7,293,24,2,7,1,1,1,1,1,302,25,7,319,26,7,326,27,2,6,1,0,1,1,1,336,27,6,349,29,6,"3","3","3","3","3","3","3","3","3","3","3","33","33","33","33","33","33","33","33","33","33"
"4129",4139,3,1,6,1983,2,2,2,2,165,13,1,4,3,185,15,4,197,16,5,7,210,17,7,223,18,7,0,0,1,1,1,235,19,245,20,6,258,21,3,271,22,2,5,1,0,1,1,1,284,23,4,295,24,6,306,25,13,6,0,0,1,1,1,317,26,3,332,27,5,"3","3","3","3","2","2","2","3","3","2","2","33","33","33","32","22","22","23","33","32","22"
"4130",4140,0,2,4,1983,2,2,2,2,170,14,1,4,0,189,15,0,201,16,0,1,212,17,1,225,18,2,0,1,0,0,0,237,19,247,20,1,259,21,1,271,22,2,1,0,0,0,1,0,282,23,1,295,24,1,306,25,2,1,0,0,0,1,0,317,26,1,331,27,2,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"4131",4141,-4,2,10,1981,3,3,2,25,187,15,1,4,-4,207,17,-4,218,18,-4,5,233,19,3,243,20,1,0,0,0,1,0,255,21,268,22,1,277,23,1,289,24,2,1,0,0,0,0,0,301,25,1,318,26,1,327,27,2,2,0,0,0,NA,0,337,28,2,349,29,1,"2","2","1","1","1","1","1","1","1","1","1","22","21","11","11","11","11","11","11","11","11"
"4132",4142,0,1,3,1983,3,3,2,25,170,14,1,4,0,191,15,0,203,16,-4,2,216,18,2,227,18,6,1,0,0,1,0,240,20,249,20,2,260,21,1,272,22,4,1,0,0,0,1,0,284,23,1,296,24,1,308,25,25,1,0,0,0,0,0,321,26,1,332,27,1,"1","1","3","1","1","1","1","1","1","1","1","11","13","31","11","11","11","11","11","11","11"
"4133",4143,3,2,8,1982,2,7,7,7,177,14,1,4,3,195,16,3,209,17,3,2,219,18,4,234,19,3,1,0,1,1,1,244,20,256,21,4,267,22,2,279,23,12,3,1,0,1,1,0,290,24,3,302,25,2,314,26,12,2,1,0,1,1,1,326,27,2,340,28,3,"1","2","2","2","1","2","2","1","1","1","2","12","22","22","21","12","22","21","11","11","12"
"4134",4144,-4,1,6,1981,2,2,2,2,188,15,1,4,-4,211,17,-4,221,18,-4,2,235,19,2,248,20,5,1,0,1,1,0,258,21,272,22,5,283,23,6,297,24,2,4,1,0,1,1,0,308,25,5,317,26,4,335,27,2,2,1,NA,1,NA,1,341,28,2,354,29,3,"1","1","2","2","3","2","2","2","1","1","2","11","12","22","23","32","22","22","21","11","12"
"4135",4145,7,2,10,1984,2,2,2,2,148,12,1,4,3,171,14,2,182,15,2,7,194,16,7,207,17,7,1,1,1,1,1,218,18,229,19,6,242,20,6,255,21,2,6,0,1,1,1,1,265,22,6,277,23,7,289,24,2,7,0,1,1,1,1,301,25,7,314,26,7,"3","3","3","3","3","3","3","3","3","3","3","33","33","33","33","33","33","33","33","33","33"
"4137",4147,-4,2,10,1981,1,2,-4,-4,185,15,1,2,-4,207,17,-4,218,18,-4,3,231,19,2,243,20,1,1,0,0,1,0,255,21,265,22,2,282,23,1,290,24,2,2,1,0,0,1,0,301,25,1,313,26,1,327,27,2,1,0,0,0,1,0,338,28,1,351,29,1,"2","1","1","1","1","1","1","1","1","1","1","21","11","11","11","11","11","11","11","11","11"
"4148",4158,5,1,7,1982,13,13,2,13,175,14,1,4,3,196,16,7,209,17,2,6,221,18,6,234,19,6,1,1,1,1,0,247,20,256,21,6,271,22,5,280,23,2,2,1,0,1,1,0,292,24,2,304,25,2,316,26,3,2,1,0,1,1,0,327,27,2,339,28,2,"3","3","3","3","2","1","1","1","1","1","1","33","33","33","32","21","11","11","11","11","11"
"4149",4159,1,2,2,1982,1,1,3,1,184,15,1,4,2,202,16,1,215,17,-4,4,227,18,3,240,19,4,NA,NA,NA,NA,NA,251,20,263,21,3,276,23,6,287,23,1,3,1,0,1,1,0,298,24,4,310,25,4,323,26,8,4,1,0,1,1,1,335,27,4,347,28,4,"2","2","2","2","3","2","2","2","2","2","2","22","22","22","23","32","22","22","22","22","22"
"4150",4160,-4,1,3,1980,2,2,2,2,205,17,1,4,-4,224,18,-4,237,19,-4,3,248,20,3,262,21,3,0,1,1,1,1,273,22,284,23,4,299,24,5,310,25,2,6,0,1,1,1,1,321,26,5,334,27,6,343,28,12,5,0,1,1,1,1,354,29,5,368,30,5,"2","2","2","2","2","3","2","3","2","2","2","22","22","22","22","23","32","23","32","22","22"
"4151",4161,1,1,10,1984,2,2,2,2,150,12,1,4,1,169,14,2,181,15,2,6,193,16,5,207,17,5,1,1,1,1,0,218,18,229,19,5,244,20,2,254,21,2,3,1,1,1,1,1,266,22,3,277,23,2,291,24,2,3,1,0,1,1,0,300,24,2,314,26,2,"3","2","2","2","1","2","2","1","2","1","1","32","22","22","21","12","22","21","12","21","11"
"4153",4163,-4,2,4,1980,2,12,2,12,206,17,1,4,-4,224,18,-4,235,19,-4,2,249,20,2,261,21,2,0,0,1,1,0,275,22,284,23,2,297,24,3,308,25,12,4,1,NA,1,1,0,319,26,5,331,27,3,342,28,12,3,1,1,1,1,0,355,29,3,367,30,2,"1","1","1","1","2","2","2","2","2","2","1","11","11","11","12","22","22","22","22","22","21"
"4155",4165,1,1,8,1983,2,2,1,2,164,13,1,4,-4,183,15,0,197,16,0,3,208,17,2,220,18,1,0,0,0,1,0,231,19,245,20,2,255,21,1,270,22,12,1,0,0,0,1,0,280,23,2,291,24,1,302,25,27,1,0,0,1,1,1,313,26,2,327,27,2,"2","1","1","1","1","1","1","1","1","1","1","21","11","11","11","11","11","11","11","11","11"
"4157",4167,1,2,12,1982,2,1,1,1,171,14,1,2,3,191,15,4,203,16,2,7,215,17,5,228,18,5,1,1,1,1,1,239,19,250,20,4,263,21,2,275,22,12,3,1,NA,1,1,1,286,23,5,299,24,4,310,25,12,5,1,1,1,1,1,321,26,3,336,27,3,"3","2","2","2","1","2","2","2","2","2","2","32","22","22","21","12","22","22","22","22","22"
"4158",4168,3,1,9,1982,2,2,-4,-4,174,14,1,1,0,194,16,1,207,17,0,3,220,18,4,232,19,5,1,1,1,1,0,243,20,254,21,5,266,22,4,278,23,2,3,1,1,1,1,0,290,24,4,305,25,5,313,26,12,3,1,1,1,1,0,324,27,3,338,28,3,"2","2","2","2","2","2","2","2","2","2","2","22","22","22","22","22","22","22","22","22","22"
"4160",4170,-4,2,5,1980,2,27,-4,-4,205,17,1,1,-4,222,18,-4,234,19,-4,2,249,20,5,262,21,7,1,1,1,1,1,277,23,287,23,6,298,24,2,310,25,12,7,0,1,1,1,1,320,26,7,332,27,6,344,28,27,7,1,1,1,1,1,354,29,7,372,30,6,"1","2","3","3","1","3","3","3","3","3","3","12","23","33","31","13","33","33","33","33","33"
"4164",4174,-4,2,9,1981,2,2,-4,-4,187,15,1,1,-4,207,17,-4,220,18,-4,4,231,19,3,242,20,3,1,1,1,1,0,254,21,266,22,2,278,23,4,291,24,2,5,1,1,1,1,1,301,25,2,314,26,5,325,27,2,5,1,1,1,1,1,336,28,5,351,29,4,"2","2","2","1","2","2","1","2","2","2","2","22","22","21","12","22","21","12","22","22","22"
"4165",4175,1,2,4,1983,2,2,-4,-4,168,13,1,1,7,188,15,3,201,16,1,7,212,17,7,223,18,5,0,1,1,1,1,235,19,247,20,5,259,21,6,272,22,2,5,1,NA,1,1,0,282,23,5,295,24,2,306,25,2,5,1,1,1,1,0,317,26,6,332,27,5,"3","3","2","2","3","2","2","1","2","3","2","33","32","22","23","32","22","21","12","23","32"
"4167",4177,1,2,3,1982,2,2,-4,-4,181,15,1,1,7,201,16,1,212,17,1,3,226,18,3,236,19,3,1,1,1,1,0,253,21,260,21,4,274,22,3,285,23,2,1,1,1,1,0,0,296,24,4,307,25,4,319,26,2,3,1,1,1,0,1,330,27,7,343,28,5,"2","2","2","2","2","1","2","2","2","3","2","22","22","22","22","21","12","22","22","23","32"
"4168",4178,5,2,4,1983,2,2,-4,-4,168,13,1,1,2,188,15,1,199,16,0,3,212,17,2,223,18,2,1,1,1,1,1,235,19,247,20,2,263,21,1,272,22,2,1,1,1,0,1,1,284,23,1,295,24,1,306,25,2,2,1,1,0,1,1,317,26,1,330,27,5,"2","1","1","1","1","1","1","1","1","1","2","21","11","11","11","11","11","11","11","11","12"
"4169",4179,-4,1,3,1980,2,2,-4,-4,208,17,1,1,-4,226,18,-4,241,20,-4,1,252,21,3,260,21,4,0,1,1,1,0,273,22,285,23,3,299,24,4,309,25,2,3,0,1,1,1,1,320,26,3,334,27,3,343,28,2,2,NA,1,1,1,1,355,29,1,368,30,2,"1","2","2","2","2","2","2","2","1","1","1","12","22","22","22","22","22","22","21","11","11"
"4170",4180,-4,1,5,1980,13,10,-2,27,202,16,1,4,-5,-5,-5,-4,236,19,-4,1,250,20,5,261,21,1,1,0,1,1,0,273,22,283,23,2,298,24,2,308,25,2,1,1,0,1,0,0,320,26,6,329,27,2,343,28,2,2,1,0,1,NA,0,354,29,1,366,30,2,"1","2","1","1","1","1","3","1","1","1","1","12","21","11","11","11","13","31","11","11","11"
"4172",4182,-4,2,9,1981,1,27,-4,-4,187,15,1,2,-4,208,17,-4,219,18,-4,1,232,19,1,243,20,2,0,0,1,0,0,256,21,266,22,1,281,23,1,291,24,27,6,0,0,0,1,0,302,25,2,314,26,3,325,27,27,2,0,1,0,1,1,336,27,1,351,29,1,"1","1","1","1","1","3","1","2","1","1","1","11","11","11","11","13","31","12","21","11","11"
"4173",4183,0,2,10,1982,1,27,-4,-4,174,14,1,2,-4,195,16,-4,205,17,-4,1,219,18,1,229,19,2,0,0,0,0,0,243,20,253,21,1,268,22,1,278,23,1,1,1,0,0,1,0,289,24,1,301,25,3,312,26,1,1,0,0,0,1,0,323,26,1,338,28,1,"1","1","1","1","1","1","1","2","1","1","1","11","11","11","11","11","11","12","21","11","11"
"4175",4185,-4,2,1,1980,3,3,-4,-4,207,17,1,1,-4,227,18,-4,242,20,-4,6,253,21,2,265,22,4,0,1,1,1,1,276,23,287,23,5,300,25,6,318,26,3,1,1,1,1,1,1,323,26,7,336,28,3,345,28,3,2,1,NA,1,1,1,356,29,1,373,31,2,"3","1","2","2","3","1","3","2","1","1","1","31","12","22","23","31","13","32","21","11","11"
"4181",4191,1,2,2,1982,3,7,-2,7,184,15,1,4,1,204,16,3,215,17,1,5,225,18,3,239,19,4,0,0,0,1,0,255,21,261,21,2,274,22,2,292,24,2,1,1,0,0,NA,0,299,24,4,309,25,3,323,26,2,3,0,0,0,1,0,332,27,2,345,28,2,"2","2","2","1","1","1","2","2","2","1","1","22","22","21","11","11","12","22","22","21","11"
"4184",4194,-4,2,9,1981,1,1,1,1,189,15,1,2,-4,210,17,-4,222,18,-4,1,235,19,1,246,20,1,1,0,1,1,0,259,21,267,22,1,282,23,1,292,24,1,1,0,NA,1,1,0,303,25,1,313,26,1,327,27,1,1,0,0,1,NA,0,338,28,1,351,29,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"4189",4199,0,1,12,1984,3,25,5,25,149,12,1,4,0,167,13,0,179,14,5,1,191,15,1,204,17,1,0,0,0,0,0,217,18,227,18,1,239,19,1,251,20,26,1,0,0,0,0,0,262,21,2,274,22,1,287,23,25,1,0,0,0,0,0,298,24,1,311,25,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"4193",4203,-4,2,12,1980,8,12,8,12,196,16,1,4,-4,215,17,-4,228,19,-4,6,241,20,5,252,21,2,1,0,1,1,1,265,22,276,22,6,287,23,3,299,24,12,6,1,0,1,1,1,312,26,5,323,26,3,336,28,12,3,1,0,1,1,0,347,28,2,358,29,4,"3","2","1","3","2","3","2","2","2","1","2","32","21","13","32","23","32","22","22","21","12"
"4194",4204,0,1,11,1984,25,2,3,2,149,12,1,4,0,171,14,0,180,14,0,1,193,16,1,205,17,3,0,0,1,1,0,219,18,231,19,2,242,20,2,254,21,12,2,0,NA,1,NA,0,265,22,2,276,22,2,289,24,12,2,1,0,NA,1,0,299,24,1,313,26,1,"1","1","2","1","1","1","1","1","1","1","1","11","12","21","11","11","11","11","11","11","11"
"4197",4207,2,2,9,1982,3,3,1,3,175,14,1,4,2,194,16,2,207,17,0,5,219,18,3,231,19,3,0,0,1,1,0,243,20,254,21,2,267,22,2,278,23,20,5,0,0,1,1,0,290,24,3,302,25,4,314,26,27,2,0,0,1,1,0,326,27,2,337,28,2,"2","2","2","1","1","2","2","2","1","1","1","22","22","21","11","12","22","22","21","11","11"
"4198",4208,7,1,6,1984,3,3,1,3,154,12,1,4,2,173,14,1,186,15,1,6,198,16,6,211,17,6,0,0,1,1,0,222,18,234,19,6,245,20,6,257,21,3,6,0,0,1,1,0,268,22,6,280,23,6,293,24,3,6,0,0,1,1,0,304,25,6,318,26,6,"3","3","3","3","3","3","3","3","3","3","3","33","33","33","33","33","33","33","33","33","33"
"4199",4209,-4,1,9,1980,2,2,-4,-4,201,16,1,1,-4,221,18,-4,234,19,-4,1,246,20,7,255,21,6,1,1,1,1,1,269,22,279,23,6,290,24,6,304,25,2,7,0,1,1,1,NA,313,26,2,326,27,5,342,28,2,6,1,1,1,1,1,349,29,6,363,30,5,"1","3","3","3","3","3","1","2","3","3","2","13","33","33","33","33","31","12","23","33","32"
"4200",4210,-4,2,9,1980,2,2,-4,-4,201,16,1,1,-4,220,18,-4,231,19,-4,2,244,20,3,257,21,5,1,0,1,1,1,267,22,279,23,5,292,24,6,302,25,2,6,1,0,1,1,1,314,26,5,326,27,4,338,28,2,3,1,0,1,1,1,350,29,3,363,30,2,"1","2","2","2","3","3","2","2","2","2","1","12","22","22","23","33","32","22","22","22","21"
"4202",4212,-4,2,5,1981,1,1,-4,-4,194,16,1,2,-4,213,17,-4,224,18,-4,6,237,19,6,247,20,6,1,1,1,1,1,258,21,272,22,5,282,23,6,295,24,1,2,1,1,1,1,0,307,25,3,319,26,4,329,27,1,6,NA,1,1,1,1,341,28,6,354,29,5,"3","3","3","2","3","1","2","2","3","3","2","33","33","32","23","31","12","22","23","33","32"
"4203",4213,1,2,1,1982,2,2,2,2,183,15,1,1,1,205,17,1,215,17,-4,6,227,18,6,239,19,6,0,1,1,1,0,250,20,262,21,5,274,22,5,288,23,2,5,1,0,1,1,0,300,25,5,309,25,1,322,26,8,3,1,NA,1,1,0,332,27,2,347,28,3,"3","3","3","2","2","2","2","1","2","1","2","33","33","32","22","22","22","21","12","21","12"
"4204",4214,0,1,6,1983,16,16,1,27,166,13,1,4,0,186,15,0,197,16,0,1,210,17,2,223,18,1,NA,NA,NA,NA,NA,233,19,246,20,1,258,21,1,269,22,25,1,1,0,0,NA,0,281,23,1,292,24,1,305,25,25,1,0,NA,0,NA,0,319,26,1,330,27,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"4205",4215,0,2,2,1982,13,27,-4,-4,181,15,1,4,-4,204,17,0,216,17,0,2,231,19,1,239,19,1,0,0,0,1,0,253,21,261,21,1,274,22,1,287,23,25,1,0,0,0,NA,0,298,24,1,312,25,1,322,26,27,1,0,0,1,NA,0,332,27,1,345,28,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"4209",4219,-4,2,5,1981,3,11,1,11,203,16,1,4,-4,210,17,-4,225,18,-4,3,240,20,2,250,20,3,1,1,1,1,1,261,21,271,22,2,285,23,2,298,24,12,2,1,0,1,1,1,308,25,1,317,26,1,329,27,27,1,0,0,0,0,0,341,28,1,357,29,2,"2","1","2","1","1","1","1","1","1","1","1","21","12","21","11","11","11","11","11","11","11"
"4212",4222,7,1,1,1982,2,2,-4,-4,194,16,1,1,3,202,16,2,214,17,1,6,227,18,6,238,19,6,1,1,1,1,1,250,20,262,21,3,276,22,5,289,24,2,6,1,NA,1,1,1,301,25,5,309,25,1,324,26,2,5,0,1,1,1,1,334,27,4,345,28,4,"3","3","3","2","2","3","2","1","2","2","2","33","33","32","22","23","32","21","12","22","22"
"4213",4223,2,2,9,1983,2,2,-4,-4,174,14,1,1,1,182,15,1,194,16,1,6,207,17,5,218,18,5,1,1,1,1,1,230,19,242,20,4,256,21,3,269,22,2,5,0,0,1,1,1,279,23,3,290,24,2,304,25,12,1,0,NA,1,1,0,315,26,1,327,27,1,"3","2","2","2","2","2","2","1","1","1","1","32","22","22","22","22","22","21","11","11","11"
"4216",4226,-4,1,9,1981,-4,-4,-4,-4,198,16,1,1,-4,207,17,-4,220,18,-4,1,231,19,3,243,20,1,1,1,1,1,0,255,21,265,22,2,280,23,3,293,24,2,2,1,0,1,1,0,302,25,7,314,26,4,325,27,2,2,1,1,1,0,0,337,28,1,349,29,2,"1","2","1","1","2","1","3","2","1","1","1","12","21","11","12","21","13","32","21","11","11"
"4217",4227,1,2,11,1984,-4,-4,-4,-4,160,13,1,1,0,168,14,0,182,15,0,6,193,16,3,205,17,5,1,1,1,0,1,218,18,227,18,5,242,20,3,255,21,2,1,1,1,1,1,0,266,22,5,275,22,1,287,23,2,5,1,1,1,1,0,299,24,2,311,25,2,"3","2","2","2","2","1","2","1","2","1","1","32","22","22","22","21","12","21","12","21","11"
"4219",4229,1,2,10,1984,1,1,1,1,151,12,1,4,1,169,14,1,181,15,1,6,195,16,6,205,17,6,1,0,1,1,0,219,18,231,19,3,243,20,2,254,21,27,1,0,0,1,1,0,266,22,2,277,23,6,289,24,12,6,0,1,1,1,1,301,25,3,312,26,2,"3","3","3","2","1","1","1","3","3","2","1","33","33","32","21","11","11","13","33","32","21"
"4224",4234,0,2,3,1984,-4,-4,-4,-4,159,13,1,4,0,180,15,2,189,15,1,1,202,16,2,213,17,6,0,0,0,1,0,230,19,236,19,1,253,21,6,263,21,8,6,0,0,0,1,0,274,22,1,286,23,6,299,24,12,6,0,0,0,1,0,308,25,1,320,26,3,"1","1","3","1","3","3","1","3","3","1","2","11","13","31","13","33","31","13","33","31","12"
"4226",4236,1,2,8,1982,2,2,-4,-4,179,14,1,1,1,196,16,1,207,17,-4,6,221,18,2,231,19,2,1,1,1,1,0,244,20,256,21,2,269,22,1,280,23,2,2,1,0,1,1,1,292,24,1,304,25,2,316,26,2,1,0,0,1,1,0,325,27,1,339,28,2,"3","1","1","1","1","1","1","1","1","1","1","31","11","11","11","11","11","11","11","11","11"
"4228",4238,1,2,2,1983,2,2,-4,-4,172,14,1,1,7,193,16,7,202,16,7,3,215,17,7,229,19,4,1,1,1,1,1,239,19,251,20,5,263,21,2,273,22,2,2,1,1,1,1,1,286,23,6,299,24,6,311,25,2,6,1,1,1,NA,1,320,26,6,338,28,5,"2","3","2","2","1","1","3","3","3","3","2","23","32","22","21","11","13","33","33","33","32"
"4229",4239,1,1,9,1984,1,1,1,1,154,12,1,2,0,170,14,0,182,15,0,1,196,16,1,206,17,1,0,0,0,0,0,221,18,234,19,1,242,20,1,254,21,26,1,0,0,0,NA,0,265,22,2,277,23,1,289,24,1,1,0,0,0,0,0,301,25,1,313,26,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"4230",4240,4,1,7,1983,13,13,2,2,164,13,1,2,0,184,15,1,196,16,0,2,210,17,2,220,18,2,0,1,0,1,0,233,19,246,20,2,258,21,1,270,22,2,1,1,0,1,1,0,280,23,1,292,24,2,305,25,2,1,1,0,1,1,0,318,26,3,327,27,2,"1","1","1","1","1","1","1","1","1","2","1","11","11","11","11","11","11","11","11","12","21"
"4231",4241,1,2,12,1984,2,2,2,2,160,13,1,1,2,170,14,2,180,15,2,6,193,16,7,203,16,6,1,0,1,1,1,217,18,227,18,4,241,20,3,255,21,2,4,1,0,1,1,1,265,22,1,274,22,2,286,23,13,2,0,0,1,1,0,298,24,1,310,25,3,"3","3","3","2","2","2","1","1","1","1","2","33","33","32","22","22","21","11","11","11","12"
